File,ESLint Rule,Mapped CWE,Severity,Message
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/common/init.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/common/init.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/common/init.js,no-undef,CWE-Other,Error,'__VERSION__' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'structuredClone' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'Response' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/clash.js,no-undef,CWE-Other,Error,'Response' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'URL' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'structuredClone' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'Response' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/sing-box.js,no-undef,CWE-Other,Error,'Response' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,security/detect-unsafe-regex,CWE-400,Warning,Unsafe Regular Expression
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,no-undef,CWE-Other,Error,'fetch' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,no-undef,CWE-Other,Error,'btoa' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,security/detect-unsafe-regex,CWE-400,Warning,Unsafe Regular Expression
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,no-undef,CWE-Other,Error,'URL' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,no-undef,CWE-Other,Error,'btoa' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,no-undef,CWE-Other,Error,'TextEncoder' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,security/detect-unsafe-regex,CWE-400,Warning,Unsafe Regular Expression
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/utils.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'structuredClone' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'structuredClone' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'structuredClone' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'structuredClone' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'structuredClone' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'Response' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'structuredClone' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'structuredClone' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/configs/xray.js,no-undef,CWE-Other,Error,'Response' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,security/detect-object-injection,CWE-915,Warning,Variable Assigned to Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'URL' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'URLSearchParams' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-case-declarations,CWE-Other,Error,Unexpected lexical declaration in case block.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'TextDecoder' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-case-declarations,CWE-Other,Error,Unexpected lexical declaration in case block.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/kv.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/warp.js,no-undef,CWE-Other,Error,'fetch' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/warp.js,no-undef,CWE-Other,Error,'crypto' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/warp.js,no-undef,CWE-Other,Error,'crypto' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/warp.js,no-undef,CWE-Other,Error,'crypto' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/warp.js,no-undef,CWE-Other,Error,'btoa' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-unused-vars,CWE-Other,Error,'error' is defined but never used.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'err' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'WritableStream' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'Blob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'ReadableStream' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-unused-vars,CWE-Other,Error,'controller' is defined but never used.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'atob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/common.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,no-undef,CWE-Other,Error,'WebSocketPair' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,no-undef,CWE-Other,Error,'WritableStream' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,no-unused-vars,CWE-Other,Error,'controller' is defined but never used.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,no-undef,CWE-Other,Error,'Response' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,no-undef,CWE-Other,Error,'TextDecoder' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,security/detect-possible-timing-attacks,CWE-Other,Warning,"Potential timing attack, left side: true"
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,no-undef,CWE-Other,Error,'TextDecoder' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/trojan.js,security/detect-object-injection,CWE-915,Warning,Generic Object Injection Sink
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-undef,CWE-Other,Error,'WebSocketPair' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-undef,CWE-Other,Error,'console' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-undef,CWE-Other,Error,'WritableStream' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-undef,CWE-Other,Error,'Response' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-undef,CWE-Other,Error,'TextDecoder' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-undef,CWE-Other,Error,'TransformStream' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-unused-vars,CWE-Other,Error,'controller' is defined but never used.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-unused-vars,CWE-Other,Error,'controller' is defined but never used.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-undef,CWE-Other,Error,'WritableStream' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-undef,CWE-Other,Error,'fetch' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-undef,CWE-Other,Error,'Blob' is not defined.
/home/set-iitgn-vm/Desktop/Stt_lab2/vuln_lab/BPB-Worker-Panel/src/protocols/websocket/vless.js,no-undef,CWE-Other,Error,'Blob' is not defined.
